,id,filename_ndwi,filename_cloud,id.1,date,dir,dir_ndwi,dir_cloud,event,state,county,latitude,longitude,note,source,event_day,period,cluster_pixel_count_default,n_clusters_default,flooded_cluster_default,cluster_pixel_count_pca_i,n_clusters_pca_i,n_components_pca_i,flooded_cluster_pca_i,explained_variance_pca_i,inertia_result_pca_i,n_clusters_list_pca_i,cluster_pixel_count_flowline_pca_i,n_clusters_flowline_pca_i,n_components_flowline_pca_i,flooded_cluster_flowline_pca_i,explained_variance_flowline_pca_i,inertia_result_flowline_pca_i,n_clusters_list_flowline_pca_i,cluster_pixel_count_ndwi_pca_i,n_clusters_ndwi_pca_i,n_components_ndwi_pca_i,flooded_cluster_ndwi_pca_i,explained_variance_ndwi_pca_i,inertia_result_ndwi_pca_i,n_clusters_list_ndwi_pca_i,cluster_pixel_count_features_pca_i,n_clusters_features_pca_i,n_components_features_pca_i,flooded_cluster_features_pca_i,explained_variance_features_pca_i,inertia_result_features_pca_i,n_clusters_list_features_pca_i,ndwi_pixels
36,CLMM3_304_20230711T153821_20230711T154201_T18TXN_VIS.tif,CLMM3_304_20230711T153821_20230711T154201_T18TXN_NDWI.tif,CLMM3_304_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,CLMM3_304,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.626,-72.8541944444444,"[{""Statement"":""This flood level is higher than the peak from Irene in August 2011, and affects large portions of the Charlemont and Buckland areas. These floodwaters pose a significant hazard to bridges and train tracks. Large stretches of Route 2 are flooded and impassable. Numerous homes and busineses in the greater vicinity of the Deerfield River are flooded out, including the Mohawk Park Campground. Other streets flooded out include Tower Road, West and East Hawley Roads, South River Road, and Elm Street. "",""Value"":22},{""Statement"":""This flood level is comparable to the flood from Irene in 2011. Large stretches of Route 2 are flooded and impassable. Other streets that become flooded include portions of Tower Road, West and East Hawley Roads, South River Road, and Elm Street. Many homes, farms and businesses along the river in Charlemont and Buckland are flooded out. These floodwaters pose a significant hazard to bridges that cross the river. Portions of the train tracks along the river are flooded. Much of Mohawk Park Campground floods"",""Value"":20},{""Statement"":""This flood approaches the flood level from Irene in August 2011. Large stretches of Route 2 are flooded and impassable. Other streets flood in Charlemont include Tower Road, West and East Hawley Road, South River Road, and Elm Street. Many homes, farms and businesses along the river in Charlemont and Buckland are flooded. Much of the Mohawk Park Campground is flooded out. These floodwaters pose a significant hazard to bridges that cross the river. Portions of the train tracks along the river flood."",""Value"":19},{""Statement"":""An increasing number of homes, farms and businesses along the Deerfield River become inundated or isolated by floodwaters. Portions of Route 2, West and East Hawley Roads, and South River Road in Charlemont are flooded and impassable. Floodwaters inundate the Mohawk Park Campground. Large swaths of farmland along the river are flooded. Floodwaters encroach on the train tracks along the river. "",""Value"":18},{""Statement"":""An increasing number of homes, farms and businesses along the Deerfield River become inundated or isolated by floodwaters. Portions of Route 2, West and East Hawley Road, and South River Road in Charlemont are flooded and impassable. Floodwaters inundate the Mohawk Park Campground. Large swaths of farmland along the river are flooded. "",""Value"":17},{""Statement"":""Some homes and other structures off of Zoar Road, Route 2, East Hawley and West Hawley Roads and Tower Road in Charlemont become inundated or isolated by floodwaters. Portions of Route 2, West and East Hawley Roads and South River Road in Charlemont become impassable. Floodwaters further inundate the lower section of the Mohawk Park Campground. Large swaths of farmland along the river are flooded. "",""Value"":16},{""Statement"":""Some homes and other structures off of Zoar Road, Route 2, East Hawley and West Hawley Roads, and Tower Road in Charlemont become inundated with floodwaters. Portions of Route 2, West and East Hawley Roads, and South River Road in Charlemont may become impassable. Floodwaters further inundate the lower section of the Mohawk Park Campground.  Large swaths of farmland along the river are flooded. "",""Value"":15},{""Statement"":""In Charlemont, low lying structures off of Zoar Road are inundated. Floodwaters inundate the lower section of the Mohawk Park Campground. Larger swaths of farmland in Charlemont become inundated.  Floodwaters encroach on lowest lying structures off of Zoar Road, Route 2, East Hawley Road and West Hawley Road. "",""Value"":13.5},{""Statement"":""In Charlemont and Buckland, floodwaters inundate low lying farmland adjacent to the Deerfield River, and encroach on lowest lying structures near the River near West Hawley Road and Route 2. Floodwaters inundate the lowest lying roadway in the Mohawk Park Campground, and encroach on lowest lying structure off of Zoar Road, Route 2 and West Hawley Road. "",""Value"":12.5},{""Statement"":""In Charlemont, floodwaters inundate low lying farmland adjacent to the Deerfield River.  Floodwaters also encroach on lowest lying structures near the River near West Hawley Road and Route 2.  Floodwaters inundate the lowest lying roadway in the Mohawk Park Campground, and encroach on lowest lying structures off of Zoar Road. "",""Value"":11},{""Statement"":""In Charlemont, floodwaters inundate the lowest lying farmland adjacent to the Deerfield River. Floodwaters inundate the lowest lying roadway in the Mohawk Park Campground. "",""Value"":10},{""Statement"":""In Charlemont, floodwaters inundate lowest lying farmland adjacent to the Deerfield River.  Floodwaters inundate the lowest lying roadway in the Mohawk park Campground. "",""Value"":9}]",gauge,2023-07-10,during flood,"{'cluster_0': 35136, 'cluster_1': 255396, 'cluster_2': 1116273}",3,0,"{'cluster_0': 251227, 'cluster_1': 1120469, 'cluster_2': 35109}",3,1,2,"[0.9168827849620597, 0.9720307472736144, 1.0]","[1696121.4595751597, 991762.7445636577, 735866.4521998651, 483407.017061733, 371031.513822166]","[2, 3, 4, 5, 6]","{'cluster_0': 251148, 'cluster_1': 1120840, 'cluster_2': 1341, 'cluster_3': 33476}",4,2,3,"[0.6918718271881987, 0.9382105131737564, 0.979087267853994, 0.9999999999999999]","[3097101.8402945157, 1691992.4071726147, 997425.1257914845, 703969.872572256, 489973.3368103906]","[2, 3, 4, 5, 6]","{'cluster_0': 247391, 'cluster_1': 1126997, 'cluster_2': 26847, 'cluster_3': 5570}",4,2,3,"[0.710007492503108, 0.9404124196668708, 0.9793524758470792, 1.0000000000000002]","[3073432.517977081, 1641860.0600825243, 993048.879897579, 689824.5473956224, 493617.42881847994]","[2, 3, 4, 5, 6]","{'cluster_0': 170391, 'cluster_1': 1230629, 'cluster_2': 5785}",3,3,2,"[0.5753295548504002, 0.8365671302399387, 0.9523330488356266, 0.9834821766568623, 0.9999999999999999]","[4470572.030989762, 2784403.2438393924, 2133340.668325608, 1044254.2721794005, 741244.3860195172]","[2, 3, 4, 5, 6]",5570
37,45160_20230726T153819_20230726T155051_T18TXP_VIS.tif,45160_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45160_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45160,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Washington,44.17298377,-72.65136033,Green HWM disc and nail in small maple tree,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 614634, 'cluster_1': 292687, 'cluster_2': 16943}",3,0,"{'cluster_0': 547025, 'cluster_1': 56100, 'cluster_2': 320143, 'cluster_3': 996}",4,1,0,"[0.923409406536172, 0.9655471683117638, 1.0]","[1372900.3438977094, 926615.4187130651, 470098.6713437329, 313588.19761279976, 237514.68092201184]","[2, 3, 4, 5, 6]","{'cluster_0': 677496, 'cluster_1': 495, 'cluster_2': 245149, 'cluster_3': 1124}",4,2,0,"[0.6928441958318083, 0.9426454001795127, 0.9741999084320409, 1.0]","[2558584.9918829915, 1373761.617674287, 787927.2129750734, 473422.41208025557, 317534.13259485847]","[2, 3, 4, 5, 6]","{'cluster_0': 674501, 'cluster_1': 246729, 'cluster_2': 1910, 'cluster_3': 1124}",4,2,2,"[0.6925578599146792, 0.9433684419853059, 0.9743054094517609, 0.9999999999999999]","[2299672.367178715, 1378261.1276786702, 801147.3151048622, 485924.4210281774, 329716.60054412077]","[2, 3, 4, 5, 6]","{'cluster_0': 700449, 'cluster_1': 221876, 'cluster_2': 1939}",3,3,2,"[0.5542765676529458, 0.761532980150153, 0.9547592588802645, 0.9794769240865778, 1.0]","[3223435.3572289203, 2300893.5961345504, 1394570.385805924, 958733.4039070266, 504947.7681102632]","[2, 3, 4, 5, 6]",1939
38,45160_20230706T153819_20230706T155055_T18TXP_VIS.tif,45160_20230706T153819_20230706T155055_T18TXP_NDWI.tif,45160_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,45160,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Washington,44.17298377,-72.65136033,Green HWM disc and nail in small maple tree,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 3315, 'cluster_1': 667866, 'cluster_2': 212296}",3,1,"{'cluster_0': 1752, 'cluster_1': 559898, 'cluster_2': 37114, 'cluster_3': 284713}",4,1,3,"[0.9342796915739482, 0.9711019146369503, 1.0]","[1358098.4542956103, 751525.1183772268, 434360.4991103616, 291606.50214608887, 206221.62074711916]","[2, 3, 4, 5, 6]","{'cluster_0': 3236, 'cluster_1': 673336, 'cluster_2': 206360, 'cluster_3': 545}",4,2,2,"[0.7007308908842786, 0.9507227509658182, 0.9783274976243895, 1.0]","[2241592.2774857273, 1634826.4198215774, 752550.2486616267, 435667.4387901366, 293405.92664324737]","[2, 3, 4, 5, 6]","{'cluster_0': 15301, 'cluster_1': 618447, 'cluster_2': 1265, 'cluster_3': 248464}",4,2,2,"[0.7137710810504303, 0.9514219380667119, 0.9788360805166543, 1.0]","[2239850.8754982026, 1319888.8448875486, 839878.9128908778, 677752.6696014951, 417172.66756499885]","[2, 3, 4, 5, 6]","{'cluster_0': 120458, 'cluster_1': 762474, 'cluster_2': 545}",3,3,0,"[0.5710362773849816, 0.7711461738573981, 0.9611476372192311, 0.9830696725162125, 0.9999999999999998]","[3123339.289638633, 2240615.4472972215, 1596100.7373057026, 1246214.6072115882, 585034.6454379902]","[2, 3, 4, 5, 6]",1265
39,ASTN3_326_20230711T153821_20230711T154201_T18TYN_VIS.tif,ASTN3_326_20230711T153821_20230711T154201_T18TYN_NDWI.tif,ASTN3_326_20230711T153821_20230711T154201_T18TYN_CLOUD.tif,ASTN3_326,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,NH,Cheshire,43.149444444444,-72.361666666667,"[{""Statement"":""Water up to Route 123 bridge. "",""Value"":12},{""Statement"":""Flood comparable to the one in July 2021. "",""Value"":11.75},{""Statement"":""Route 123 in Acworth and Alstead flooded. Several properties near the river imapacted. "",""Value"":11},{""Statement"":""Property near the dam in Alstead inundated. "",""Value"":10},{""Statement"":""Warren Brook likely to cause flooding along Route 123 or Forest Road east of Alstead."",""Value"":9},{""Statement"":""Flooding in Acworth in the headwaters of the Cold River. "",""Value"":8},{""Statement"":""River out of banks. "",""Value"":7}]",gauge,2023-07-10,during flood,"{'cluster_0': 289333, 'cluster_1': 1092022, 'cluster_2': 37435}",3,2,"{'cluster_0': 287551, 'cluster_1': 1094346, 'cluster_2': 36893}",3,1,2,"[0.9395663771762479, 0.975795927692039, 1.0]","[1829774.243398228, 1031562.429039001, 722207.0052745359, 490704.290848623, 335807.91776213597]","[2, 3, 4, 5, 6]","{'cluster_0': 285946, 'cluster_1': 35752, 'cluster_2': 1095922, 'cluster_3': 1170}",4,2,1,"[0.706190988991953, 0.9548306637025304, 0.9818774030807373, 0.9999999999999999]","[3240609.628151508, 2422930.3281865846, 1035335.9477557332, 727120.9169487526, 495492.7899443351]","[2, 3, 4, 5, 6]","{'cluster_0': 149169, 'cluster_1': 5485, 'cluster_2': 1264136}",3,2,1,"[0.7124592923829137, 0.9555553312862256, 0.9818600303195809, 0.9999999999999999]","[3916015.1880687345, 1874829.9056962417, 1131239.246229579, 838076.0542027247, 596948.521836634]","[2, 3, 4, 5, 6]","{'cluster_0': 150222, 'cluster_1': 5276, 'cluster_2': 1262122, 'cluster_3': 1170}",4,3,1,"[0.5713884083600136, 0.7816530527834418, 0.9645331539673265, 0.9855139184079674, 1.0]","[5326339.660191503, 3279954.347051724, 1921892.8393943922, 1178705.6478668316, 885781.8001102393]","[2, 3, 4, 5, 6]",5485
40,45321_20230711T153821_20230711T154201_T18TXN_VIS.tif,45321_20230711T153821_20230711T154201_T18TXN_NDWI.tif,45321_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,45321,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,42.8493399,-72.57494474,"Metal washer and pink flagging 4 ft above leveled beach in maple tree (27 in. diameter). ~25 ft from waters edge, 30 ft from CHCL",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 175651, 'cluster_1': 1206436, 'cluster_2': 4905}",3,0,"{'cluster_0': 271703, 'cluster_1': 1016796, 'cluster_2': 3983, 'cluster_3': 94510}",4,1,3,"[0.9628827673730084, 0.9851228414712707, 1.0]","[1677973.7489531985, 938607.5312283509, 520394.100355423, 339947.32697264035, 253062.54179625722]","[2, 3, 4, 5, 6]","{'cluster_0': 177137, 'cluster_1': 1202911, 'cluster_2': 1855, 'cluster_3': 5089}",4,2,0,"[0.7240796380706463, 0.972250715238882, 0.9888941556883447, 1.0]","[3051569.540762416, 1679943.6077265602, 939926.3173664438, 522329.07667097985, 343732.3628326623]","[2, 3, 4, 5, 6]","{'cluster_0': 41318, 'cluster_1': 1167643, 'cluster_2': 5343, 'cluster_3': 172688}",4,2,0,"[0.7690551040355769, 0.9743985805589358, 0.9900393377315443, 1.0]","[2722564.428084705, 1767187.2421799407, 1020095.8678899185, 617604.2393980933, 459856.37549675]","[2, 3, 4, 5, 6]","{'cluster_0': 41454, 'cluster_1': 172644, 'cluster_2': 5347, 'cluster_3': 1167547}",4,3,0,"[0.6180352771616605, 0.8326231169047538, 0.9795209145942648, 0.9920328095574679, 1.0000000000000002]","[4087944.7886980427, 3100676.433744813, 2351855.2185320375, 1949557.7471753634, 1791609.7672706535]","[2, 3, 4, 5, 6]",42497
41,45237_20230711T153821_20230711T154201_T18TXN_VIS.tif,45237_20230711T153821_20230711T154201_T18TXN_NDWI.tif,45237_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,45237,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.09906224,-72.78225756,White HWM disc in DS side of giant oak near LB fire department facing parking lot. 150 ft US of bridge on LB,stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 1105818, 'cluster_1': 35427, 'cluster_2': 280707}",3,1,"{'cluster_0': 1141949, 'cluster_1': 32445, 'cluster_2': 247558}",3,1,1,"[0.9245380145651176, 0.9748567547235607, 1.0]","[1564273.3030398625, 819127.6839370574, 512857.3215263195, 339333.7843237632, 252365.23436185124]","[2, 3, 4, 5, 6]","{'cluster_0': 1130995, 'cluster_1': 32025, 'cluster_2': 256189, 'cluster_3': 2743}",4,2,1,"[0.7103989524616793, 0.9439936494597725, 0.9812668228178489, 0.9999999999999999]","[2929966.0831506103, 2137662.6076341807, 843788.124487761, 549743.9972898209, 381485.97173813835]","[2, 3, 4, 5, 6]","{'cluster_0': 1104538, 'cluster_1': 28245, 'cluster_2': 274899, 'cluster_3': 14270}",4,2,3,"[0.7410960382713045, 0.9512643896561578, 0.9831845168319592, 1.0]","[2730806.763363676, 1657517.1337245605, 980949.0717373004, 717786.1747695542, 534946.889341169]","[2, 3, 4, 5, 6]","{'cluster_0': 1334444, 'cluster_1': 13079, 'cluster_2': 71686, 'cluster_3': 2743}",4,3,1,"[0.6081223905434867, 0.8022966526976995, 0.9611263329972526, 0.9866000439147763, 1.0]","[4079000.9819096816, 2969937.2246668455, 1707711.4683765282, 1050931.6604738822, 793609.5307108393]","[2, 3, 4, 5, 6]",14270
42,45501_20230711T153821_20230711T154201_T18TXP_VIS.tif,45501_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45501_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45501,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.46982991,-72.98195187,White HWM disc located inside of blue dugout. Near Irene HWM (VT-021-WC-6),stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 273664, 'cluster_1': 39379, 'cluster_2': 1045233}",3,0,"{'cluster_0': 1053801, 'cluster_1': 37677, 'cluster_2': 266798}",3,1,2,"[0.9246672844635916, 0.9720525152286226, 1.0]","[1595045.8931223114, 802723.3245627861, 554881.001498979, 394414.5161815625, 293943.0304531517]","[2, 3, 4, 5, 6]","{'cluster_0': 268929, 'cluster_1': 38128, 'cluster_2': 1376, 'cluster_3': 1049843}",4,2,0,"[0.6950628953176825, 0.9437819448942042, 0.9791012324087514, 1.0]","[2948484.505909695, 1602947.9655902986, 818415.7056045748, 571988.7131090162, 411844.9330661915]","[2, 3, 4, 5, 6]","{'cluster_0': 268180, 'cluster_1': 35000, 'cluster_2': 13798, 'cluster_3': 1041298}",4,2,2,"[0.707630103445019, 0.949411152495516, 0.9806667843385152, 1.0]","[2903440.3865609397, 1691207.9645444339, 971843.9166331884, 737216.1869140912, 602454.5544606672]","[2, 3, 4, 5, 6]","{'cluster_0': 1197817, 'cluster_1': 1376, 'cluster_2': 13537, 'cluster_3': 145546}",4,3,2,"[0.5675661359978263, 0.774399499749172, 0.9596364401298081, 0.9845792537441026, 1.0000000000000002]","[5136364.000767828, 2909446.494837974, 1718484.9254470137, 1005055.435843772, 771623.6313415649]","[2, 3, 4, 5, 6]",13844
43,45206_20230706T153819_20230706T155055_T18TXN_VIS.tif,45206_20230706T153819_20230706T155055_T18TXN_NDWI.tif,45206_20230706T153819_20230706T155055_T18TXN_CLOUD.tif,45206,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.25829309,-72.58747966,Wash line at base of tree (13 inch diameter) DSL across the road from gas station near the confluence with Lovers Lane Brook,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 980223, 'cluster_1': 18308, 'cluster_2': 198725}",3,1,"{'cluster_0': 926649, 'cluster_1': 37013, 'cluster_2': 2855, 'cluster_3': 230739}",4,1,2,"[0.938188696536543, 0.9762412594907441, 1.0]","[1609852.0552876103, 922247.6957364645, 566860.1141775029, 393222.21026184113, 281239.8977977434]","[2, 3, 4, 5, 6]","{'cluster_0': 988186, 'cluster_1': 191052, 'cluster_2': 1188, 'cluster_3': 16830}",4,2,3,"[0.7037646967809167, 0.9536818556525009, 0.9821843295804754, 1.0000000000000002]","[2807620.4029731373, 1611695.007592246, 924584.364857409, 569681.8496618463, 396185.19513258]","[2, 3, 4, 5, 6]","{'cluster_0': 973628, 'cluster_1': 21197, 'cluster_2': 202067, 'cluster_3': 364}",4,2,3,"[0.7244020658384834, 0.9540538108732866, 0.9825565947997361, 1.0000000000000002]","[2805140.280022508, 2089651.4064979185, 856737.9563508342, 571842.2915766813, 414286.6324231395]","[2, 3, 4, 5, 6]","{'cluster_0': 1110786, 'cluster_1': 84919, 'cluster_2': 1187, 'cluster_3': 364}",4,3,3,"[0.5796131639856053, 0.7796193924370819, 0.963275347712712, 0.9860475931405565, 1.0]","[4002244.7458479074, 2806978.9222466303, 1493748.582188585, 860290.0111541287, 575614.0695154776]","[2, 3, 4, 5, 6]",364
44,45427_20230726T153819_20230726T155051_T18TXP_VIS.tif,45427_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45427_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45427,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.5008282,-72.71800828,"White HWM disc in 24 inch tree facing rivers edge. 159 ft DS on LB, 15 ft from rivers edge",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 961401, 'cluster_1': 233751, 'cluster_2': 24830}",3,2,"{'cluster_0': 974139, 'cluster_1': 24434, 'cluster_2': 221409}",3,1,1,"[0.9337654796495437, 0.9713760522883313, 1.0]","[1523879.8017120035, 847562.8822566483, 591508.9208219275, 465736.4866296913, 395521.8460443766]","[2, 3, 4, 5, 6]","{'cluster_0': 973996, 'cluster_1': 221344, 'cluster_2': 380, 'cluster_3': 24262}",4,2,3,"[0.7008800311124032, 0.950392189073952, 0.9785397242775784, 1.0]","[2742059.525445744, 1533063.6812441433, 858424.1360851352, 602616.4641681861, 476887.9020870051]","[2, 3, 4, 5, 6]","{'cluster_0': 1050584, 'cluster_1': 13211, 'cluster_2': 156187}",3,2,1,"[0.7264180757148155, 0.9534492085573383, 0.9795323140911434, 1.0]","[2621431.556857276, 1767219.4689828204, 1381335.1370279193, 1121001.0442266078, 933559.1618344279]","[2, 3, 4, 5, 6]","{'cluster_0': 1050387, 'cluster_1': 156121, 'cluster_2': 13094, 'cluster_3': 380}",4,3,2,"[0.5819849707383048, 0.7954684771231884, 0.9627608936131187, 0.983625922750417, 1.0]","[3837768.57157287, 2972966.95898096, 1770609.2906240728, 1386911.219913332, 1126790.1427922943]","[2, 3, 4, 5, 6]",14796
45,45310_20230706T153819_20230706T155055_T18TXN_VIS.tif,45310_20230706T153819_20230706T155055_T18TXN_NDWI.tif,45310_20230706T153819_20230706T155055_T18TXN_CLOUD.tif,45310,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,42.86892825,-72.8706444,Wooden stake with pink flagging 179 ft from US face in line with old wooden door on building DS of church,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 599387, 'cluster_1': 6217, 'cluster_2': 161836}",3,0,"{'cluster_0': 464643, 'cluster_1': 34785, 'cluster_2': 266151, 'cluster_3': 1861}",4,1,0,"[0.9304764204498887, 0.9734196717727231, 1.0]","[1180833.7312384348, 681565.3952833354, 418107.3265511633, 274072.9731760055, 202557.86264470138]","[2, 3, 4, 5, 6]","{'cluster_0': 630868, 'cluster_1': 2734, 'cluster_2': 1051, 'cluster_3': 132787}",4,2,0,"[0.6981738973005182, 0.9481050731505937, 0.9800650219612498, 0.9999999999999999]","[2140624.6674967157, 1180390.0320155015, 681662.1191674448, 418997.0278465756, 275484.478739382]","[2, 3, 4, 5, 6]","{'cluster_0': 37193, 'cluster_1': 113571, 'cluster_2': 614130, 'cluster_3': 2546}",4,2,0,"[0.7144641664078605, 0.9614756793045596, 0.9817715066006923, 0.9999999999999999]","[2020440.4982780449, 1101733.6602030986, 619867.7768027997, 380742.9656975352, 257825.98052078174]","[2, 3, 4, 5, 6]","{'cluster_0': 37457, 'cluster_1': 679582, 'cluster_2': 50401}",3,3,0,"[0.5720863544800714, 0.7926086719416242, 0.9691827500877193, 0.9854172430729337, 1.0]","[2775320.7140167532, 1856515.1231395095, 1107889.8132534148, 626129.5419379245, 387088.53031737474]","[2, 3, 4, 5, 6]",37793
46,GAYC3_20_20230711T153821_20230711T154201_T18TXM_VIS.tif,GAYC3_20_20230711T153821_20230711T154201_T18TXM_NDWI.tif,GAYC3_20_20230711T153821_20230711T154201_T18TXM_CLOUD.tif,GAYC3_20,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,CT,Litchfield,41.653055555556,-73.490277777778,"[{""Statement"":""Major flood stage. Water reaches Route 7 at Boardman Bridge."",""Value"":15},{""Statement"":""Water reaches the Fedco parking lot and the lower New Milford Foundry."",""Value"":14},{""Statement"":""Water reaches the generator floor at Bulls Bridge hydroelectric plant."",""Value"":12},{""Statement"":""Moderate flood stage. In New Milford water reaches Spring Street and US Route 7 at Bridge Street is flooded."",""Value"":10},{""Statement"":""The water reaches businesses on the low side of Spring Street."",""Value"":9.5},{""Statement"":""Flood stage. Water reaches New Milford Foundry and Young's Field Road."",""Value"":8},{""Statement"":""The river is close to bankfull."",""Value"":7}]",gauge,2023-07-10,during flood,"{'cluster_0': 1174048, 'cluster_1': 254136, 'cluster_2': 3743}",3,0,"{'cluster_0': 1176027, 'cluster_1': 3727, 'cluster_2': 252173}",3,1,0,"[0.9451650419882368, 0.9816522258191087, 1.0]","[2187296.833227438, 1028878.01681842, 626861.1397948943, 421252.62121630146, 301012.090273088]","[2, 3, 4, 5, 6]","{'cluster_0': 1175076, 'cluster_1': 250846, 'cluster_2': 2306, 'cluster_3': 3699}",4,2,0,"[0.7090443952552601, 0.9591865102537929, 0.9862678334239872, 0.9999999999999999]","[3616733.013955443, 2189110.9152647713, 1031051.0136859082, 630676.5557893777, 425763.54121464223]","[2, 3, 4, 5, 6]","{'cluster_0': 1167921, 'cluster_1': 248653, 'cluster_2': 11836, 'cluster_3': 3517}",4,2,2,"[0.7107875547183043, 0.9607112345446474, 0.9863244221381314, 1.0]","[3629317.948621648, 2290969.446380565, 1115849.384064538, 713804.9714884111, 510630.3215274208]","[2, 3, 4, 5, 6]","{'cluster_0': 1176525, 'cluster_1': 3644, 'cluster_2': 251758}",3,3,0,"[0.5688521603842971, 0.7988639971753367, 0.9686841355164164, 0.9890932047482327, 1.0]","[5368578.462589001, 3878390.430353284, 2418915.8180687036, 1176343.8496275675, 775430.5057063064]","[2, 3, 4, 5, 6]",12638
47,45015_20230711T153821_20230711T154201_T18TXN_VIS.tif,45015_20230711T153821_20230711T154201_T18TXN_NDWI.tif,45015_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,45015,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.54174,-72.693974,"USGS Streamgage 01169900 South River nr Conway, MA; LEW 0 ft USB",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 1134671, 'cluster_1': 249661, 'cluster_2': 37994}",3,2,"{'cluster_0': 1121593, 'cluster_1': 51849, 'cluster_2': 1102, 'cluster_3': 247782}",4,1,1,"[0.927371728593382, 0.9787525689472578, 1.0]","[1745825.8349019543, 1090215.1855860916, 667974.7712452426, 491340.23099416797, 319259.4803517402]","[2, 3, 4, 5, 6]","{'cluster_0': 1212106, 'cluster_1': 208892, 'cluster_2': 1328}",3,2,1,"[0.6979657087406913, 0.9459172598616443, 0.9841095103188782, 0.9999999999999999]","[3162577.337600748, 1743695.5971875074, 1088398.4205214353, 670230.2465420231, 471077.8532452822]","[2, 3, 4, 5, 6]","{'cluster_0': 1202486, 'cluster_1': 213163, 'cluster_2': 6677}",3,2,2,"[0.7139138340110607, 0.9473502815507354, 0.9841348714336111, 1.0]","[3138804.924398569, 1706550.248463343, 1121216.957911263, 719646.7658688887, 518613.5451401627]","[2, 3, 4, 5, 6]","{'cluster_0': 1203050, 'cluster_1': 212510, 'cluster_2': 6766}",3,3,2,"[0.5760592936565674, 0.8431828094654585, 0.9578930843874041, 0.9873175853254481, 1.0]","[4552926.604550098, 2869516.9733631494, 1721480.7874474989, 1137085.113265118, 738136.2245706909]","[2, 3, 4, 5, 6]",6677
